Register Value,Player Name, Salary in $ ,Season Start,Season End,Team,Full Team Name
9463,Lance Stephenson," $1,005,000.00 ",2013,2014,IND,Indiana Pacers
10487,Lance Stephenson," $9,000,000.00 ",2015,2016,MEM,Memphis Grizzlies
11073,Lance Stephenson," $4,000,000.00 ",2016,2017,IND,Indiana Pacers
11074,Lance Stephenson," $1,227,286.00 ",2016,2017,NOH,New Orleans Pelicans
11075,Lance Stephenson," $144,386.00 ",2016,2017,MIN,Minnesota Timberwolves
11631,Lance Stephenson," $4,180,000.00 ",2017,2018,IND,Indiana Pacers
8627,Lance Thomas," $328,444.00 ",2011,2012,NOH,New Orleans Pelicans
9061,Lance Thomas," $762,195.00 ",2012,2013,NOH,New Orleans Pelicans
9464,Lance Thomas," $884,293.00 ",2013,2014,NOH,New Orleans Pelicans
9942,Lance Thomas," $403,784.00 ",2014,2015,NYK,New York Knicks
10488,Lance Thomas," $1,650,000.00 ",2015,2016,NYK,New York Knicks
11076,Lance Thomas," $6,191,000.00 ",2016,2017,NYK,New York Knicks
11632,Lance Thomas," $6,655,325.00 ",2017,2018,NYK,New York Knicks
8187,Landry Fields," $473,604.00 ",2010,2011,NYK,New York Knicks
8628,Landry Fields," $762,195.00 ",2011,2012,NYK,New York Knicks
9062,Landry Fields," $6,250,000.00 ",2012,2013,TOR,Toronto Raptors 
9465,Landry Fields," $6,250,000.00 ",2013,2014,TOR,Toronto Raptors 
9943,Landry Fields," $6,250,000.00 ",2014,2015,TOR,Toronto Raptors 
9944,Langston Galloway," $235,762.00 ",2014,2015,NYK,New York Knicks
10489,Langston Galloway," $845,059.00 ",2015,2016,NYK,New York Knicks
11077,Langston Galloway," $5,200,000.00 ",2016,2017,SAC,Sacramento Kings
11633,Langston Galloway," $6,666,667.00 ",2017,2018,DET,Detroit Pistons
933,LaPhonso Ellis," $1,900,000.00 ",1992,1993,DEN,Denver Nuggets
1319,LaPhonso Ellis," $2,350,000.00 ",1993,1994,DEN,Denver Nuggets
1692,LaPhonso Ellis," $2,731,000.00 ",1994,1995,DEN,Denver Nuggets
2067,LaPhonso Ellis," $3,039,000.00 ",1995,1996,DEN,Denver Nuggets
2438,LaPhonso Ellis," $3,294,000.00 ",1996,1997,DEN,Denver Nuggets
2824,LaPhonso Ellis," $3,650,000.00 ",1997,1998,DEN,Denver Nuggets
3204,LaPhonso Ellis," $1,750,000.00 ",1998,1999,ATL,Atlanta Hawks
3555,LaPhonso Ellis," $1,925,000.00 ",1999,2000,ATL,Atlanta Hawks
3946,LaPhonso Ellis," $1,200,000.00 ",2000,2001,MIN,Minnesota Timberwolves
4375,LaPhonso Ellis," $3,000,000.00 ",2001,2002,MIA,Miami Heat
4819,LaPhonso Ellis," $3,100,000.00 ",2002,2003,MIA,Miami Heat
3947,Lari Ketner," $423,500.00 ",2000,2001,IND,Indiana Pacers
3556,Laron Profit," $301,875.00 ",1999,2000,WAS,Washington Wizards
3948,Laron Profit," $508,000.00 ",2000,2001,WAS,Washington Wizards
4376,Laron Profit," $630,850.00 ",2001,2002,ORL,Orlando Magic
5653,Laron Profit," $745,046.00 ",2004,2005,WAS,Washington Wizards
6100,Laron Profit," $745,248.00 ",2005,2006,LAL,Los Angeles Lakers
202,Larry Bird," $1,500,000.00 ",1990,1991,BOS,Boston Celtic
560,Larry Bird," $7,070,000.00 ",1991,1992,BOS,Boston Celtic
934,Larry Bird," $2,300,000.00 ",1992,1993,BOS,Boston Celtic
203,Larry Drew," $550,000.00 ",1990,1991,LAL,Los Angeles Lakers
561,Larry Drew," $600,000.00 ",1991,1992,LAL,Los Angeles Lakers
9945,Larry Drew," $59,686.00 ",2014,2015,PHI,Philadelphia 76ers
3205,Larry Hughes," $1,330,000.00 ",1998,1999,PHI,Philadelphia 76ers
3557,Larry Hughes," $1,722,240.00 ",1999,2000,GSW,Golden State Warriors
3949,Larry Hughes," $1,842,480.00 ",2000,2001,GSW,Golden State Warriors
4377,Larry Hughes," $2,343,635.00 ",2001,2002,GSW,Golden State Warriors
4820,Larry Hughes," $4,546,000.00 ",2002,2003,WAS,Washington Wizards
5237,Larry Hughes," $5,000,600.00 ",2003,2004,WAS,Washington Wizards
5654,Larry Hughes," $5,455,200.00 ",2004,2005,WAS,Washington Wizards
6101,Larry Hughes," $10,344,900.00 ",2005,2006,CLE,Cleveland Caveliers
6494,Larry Hughes," $13,363,012.00 ",2006,2007,CLE,Cleveland Caveliers
6904,Larry Hughes," $12,000,084.00 ",2007,2008,CHI,Chicago Bulls
7308,Larry Hughes," $12,827,676.00 ",2008,2009,NYK,New York Knicks
7754,Larry Hughes," $13,655,268.00 ",2009,2010,SAC,Sacramento Kings
8629,Larry Hughes," $414,443.00 ",2011,2012,ORL,Orlando Magic
562,Larry Johnson," $1,955,000.00 ",1991,1992,CHA,Charlotte Hornets
935,Larry Johnson," $2,540,000.00 ",1992,1993,CHA,Charlotte Hornets
1320,Larry Johnson," $3,125,000.00 ",1993,1994,CHA,Charlotte Hornets
1693,Larry Johnson," $3,710,000.00 ",1994,1995,CHA,Charlotte Hornets
2068,Larry Johnson," $4,295,000.00 ",1995,1996,CHA,Charlotte Hornets
2439,Larry Johnson," $5,004,000.00 ",1996,1997,NYK,New York Knicks
2825,Larry Johnson," $8,460,714.00 ",1997,1998,NYK,New York Knicks
3206,Larry Johnson," $10,186,000.00 ",1998,1999,NYK,New York Knicks
4378,Larry Johnson," $11,335,714.00 ",2001,2002,NYK,New York Knicks
4821,Larry Johnson," $9,610,714.00 ",2002,2003,NYK,New York Knicks
204,Larry Krystkowiak," $605,000.00 ",1990,1991,MIL,Milwaukee Bucks
563,Larry Krystkowiak," $605,000.00 ",1991,1992,MIL,Milwaukee Bucks
936,Larry Krystkowiak," $605,000.00 ",1992,1993,UTA,Utah Jazz
1321,Larry Krystkowiak," $644,000.00 ",1993,1994,ORL,Orlando Magic
205,Larry Nance," $1,260,000.00 ",1990,1991,CLE,Cleveland Caveliers
564,Larry Nance," $1,363,000.00 ",1991,1992,CLE,Cleveland Caveliers
937,Larry Nance," $2,775,000.00 ",1992,1993,CLE,Cleveland Caveliers
1322,Larry Nance," $2,840,000.00 ",1993,1994,CLE,Cleveland Caveliers
11634,Larry Nance," $1,471,382.00 ",2017,2018,LAL,Los Angeles Lakers
10490,Larry Nance Jr.," $1,155,600.00 ",2015,2016,LAL,Los Angeles Lakers
11078,Larry Nance Jr.," $1,207,680.00 ",2016,2017,LAL,Los Angeles Lakers
8188,Larry Owens," $55,718.00 ",2010,2011,SAS,San Antonio Spurs
8630,Larry Owens," $86,052.00 ",2011,2012,NJN,Brooklyn Nets
1694,Larry Robinson," $30,000.00 ",1994,1995,HOU,Houston Rockets
3950,Larry Robinson," $611,000.00 ",2000,2001,ATL,Atlanta Hawks
4379,Larry Robinson," $715,850.00 ",2001,2002,NYK,New York Knicks
8189,Larry Sanders," $1,731,960.00 ",2010,2011,MIL,Milwaukee Bucks
8631,Larry Sanders," $1,861,920.00 ",2011,2012,MIL,Milwaukee Bucks
9063,Larry Sanders," $1,991,760.00 ",2012,2013,MIL,Milwaukee Bucks
9466,Larry Sanders," $3,053,368.00 ",2013,2014,MIL,Milwaukee Bucks
9946,Larry Sanders," $11,000,000.00 ",2014,2015,MIL,Milwaukee Bucks
10491,Larry Sanders," $1,865,547.00 ",2015,2016,MIL,Milwaukee Bucks
11079,Larry Sanders," $1,865,547.00 ",2016,2017,MIL,Milwaukee Bucks
11080,Larry Sanders," $207,722.00 ",2016,2017,CLE,Cleveland Caveliers
11635,Larry Sanders," $1,865,547.00 ",2017,2018,MIL,Milwaukee Bucks
206,Larry Smith," $800,000.00 ",1990,1991,HOU,Houston Rockets
565,Larry Smith," $997,000.00 ",1991,1992,HOU,Houston Rockets
938,Larry Smith," $500,000.00 ",1992,1993,SAS,San Antonio Spurs
566,Larry Stewart," $130,000.00 ",1991,1992,WAS,Washington Wizards
939,Larry Stewart," $500,000.00 ",1992,1993,WAS,Washington Wizards
1323,Larry Stewart," $600,000.00 ",1993,1994,WAS,Washington Wizards
1695,Larry Stewart," $700,000.00 ",1994,1995,WAS,Washington Wizards
2440,Larry Stewart," $247,500.00 ",1996,1997,OKC,Oklahoma City Thunder
207,LaSalle Thompson," $2,000,000.00 ",1990,1991,IND,Indiana Pacers
567,LaSalle Thompson," $2,000,000.00 ",1991,1992,IND,Indiana Pacers
940,LaSalle Thompson," $2,000,000.00 ",1992,1993,IND,Indiana Pacers
1324,LaSalle Thompson," $2,000,000.00 ",1993,1994,IND,Indiana Pacers
2441,LaSalle Thompson," $247,500.00 ",1996,1997,DEN,Denver Nuggets
941,Latrell Sprewell," $550,000.00 ",1992,1993,GSW,Golden State Warriors
1325,Latrell Sprewell," $700,000.00 ",1993,1994,GSW,Golden State Warriors
1696,Latrell Sprewell," $890,000.00 ",1994,1995,GSW,Golden State Warriors
2069,Latrell Sprewell," $975,000.00 ",1995,1996,GSW,Golden State Warriors
2442,Latrell Sprewell," $7,000,000.00 ",1996,1997,GSW,Golden State Warriors
2826,Latrell Sprewell," $7,770,000.00 ",1997,1998,GSW,Golden State Warriors
3207,Latrell Sprewell," $8,300,000.00 ",1998,1999,NYK,New York Knicks
4380,Latrell Sprewell," $11,250,000.00 ",2001,2002,NYK,New York Knicks
4822,Latrell Sprewell," $12,375,000.00 ",2002,2003,NYK,New York Knicks
5238,Latrell Sprewell," $13,500,000.00 ",2003,2004,MIN,Minnesota Timberwolves
5655,Latrell Sprewell," $14,625,000.00 ",2004,2005,MIN,Minnesota Timberwolves
11636,Lauri Markkanen," $3,821,640.00 ",2017,2018,CHI,Chicago Bulls
4381,Lavor Postell," $465,850.00 ",2001,2002,NYK,New York Knicks
4823,Lavor Postell," $587,435.00 ",2002,2003,NYK,New York Knicks
8632,Lavoy Allen," $473,604.00 ",2011,2012,PHI,Philadelphia 76ers
9064,Lavoy Allen," $3,000,000.00 ",2012,2013,PHI,Philadelphia 76ers
9467,Lavoy Allen," $3,060,000.00 ",2013,2014,PHI,Philadelphia 76ers
9947,Lavoy Allen," $948,163.00 ",2014,2015,IND,Indiana Pacers
10492,Lavoy Allen," $3,700,000.00 ",2015,2016,IND,Indiana Pacers
11081,Lavoy Allen," $4,000,000.00 ",2016,2017,IND,Indiana Pacers
3558,Lawrence Funderburke," $2,400,000.00 ",1999,2000,SAC,Sacramento Kings
3951,Lawrence Funderburke," $2,700,000.00 ",2000,2001,SAC,Sacramento Kings
4382,Lawrence Funderburke," $3,025,000.00 ",2001,2002,SAC,Sacramento Kings
4824,Lawrence Funderburke," $3,300,000.00 ",2002,2003,SAC,Sacramento Kings
5239,Lawrence Funderburke," $3,600,000.00 ",2003,2004,SAC,Sacramento Kings
2070,Lawrence Moten," $280,000.00 ",1995,1996,MEM,Memphis Grizzlies
2443,Lawrence Moten," $321,000.00 ",1996,1997,MEM,Memphis Grizzlies
6102,Lawrence Roberts," $398,762.00 ",2005,2006,MEM,Memphis Grizzlies
6495,Lawrence Roberts," $664,209.00 ",2006,2007,MEM,Memphis Grizzlies
8190,Lazar Hayward," $1,020,960.00 ",2010,2011,MIN,Minnesota Timberwolves
8633,Lazar Hayward," $1,097,520.00 ",2011,2012,OKC,Oklahoma City Thunder
9065,Lazar Hayward," $80,413.00 ",2012,2013,MIN,Minnesota Timberwolves
3559,Lazaro Borrell," $301,875.00 ",1999,2000,OKC,Oklahoma City Thunder
5240,Leandro Barbosa," $809,280.00 ",2003,2004,PHO,Phoenix Suns
5656,Leandro Barbosa," $870,000.00 ",2004,2005,PHO,Phoenix Suns
6496,Leandro Barbosa," $1,679,733.00 ",2006,2007,PHO,Phoenix Suns
6905,Leandro Barbosa," $5,600,000.00 ",2007,2008,PHO,Phoenix Suns
7309,Leandro Barbosa," $6,100,000.00 ",2008,2009,PHO,Phoenix Suns
7755,Leandro Barbosa," $6,600,000.00 ",2009,2010,PHO,Phoenix Suns
8191,Leandro Barbosa," $7,100,000.00 ",2010,2011,TOR,Toronto Raptors 
8634,Leandro Barbosa," $7,600,000.00 ",2011,2012,TOR,Toronto Raptors 
9066,Leandro Barbosa," $1,229,255.00 ",2012,2013,WAS,Washington Wizards
9948,Leandro Barbosa," $1,448,490.00 ",2014,2015,GSW,Golden State Warriors
10493,Leandro Barbosa," $2,500,000.00 ",2015,2016,GSW,Golden State Warriors
11082,Leandro Barbosa," $4,000,000.00 ",2016,2017,PHO,Phoenix Suns
11637,Leandro Barbosa," $500,000.00 ",2017,2018,PHO,Phoenix Suns
5241,LeBron James," $4,018,920.00 ",2003,2004,CLE,Cleveland Caveliers
5657,LeBron James," $4,320,360.00 ",2004,2005,CLE,Cleveland Caveliers
6103,LeBron James," $4,621,800.00 ",2005,2006,CLE,Cleveland Caveliers
6497,LeBron James," $5,828,090.00 ",2006,2007,CLE,Cleveland Caveliers
6906,LeBron James," $13,041,250.00 ",2007,2008,CLE,Cleveland Caveliers
7310,LeBron James," $14,410,581.00 ",2008,2009,CLE,Cleveland Caveliers
7756,LeBron James," $15,779,912.00 ",2009,2010,CLE,Cleveland Caveliers
8635,LeBron James," $16,022,500.00 ",2011,2012,MIA,Miami Heat
9067,LeBron James," $17,545,000.00 ",2012,2013,MIA,Miami Heat
9468,LeBron James," $19,067,500.00 ",2013,2014,MIA,Miami Heat
9949,LeBron James," $20,644,400.00 ",2014,2015,CLE,Cleveland Caveliers
10494,LeBron James," $22,971,000.00 ",2015,2016,CLE,Cleveland Caveliers
11083,LeBron James," $30,963,450.00 ",2016,2017,CLE,Cleveland Caveliers
11638,LeBron James," $33,285,709.00 ",2017,2018,CLE,Cleveland Caveliers
208,Ledell Eackles," $605,000.00 ",1990,1991,WAS,Washington Wizards
568,Ledell Eackles," $780,000.00 ",1991,1992,WAS,Washington Wizards
942,Ledell Eackles," $780,000.00 ",1992,1993,WAS,Washington Wizards
1697,Ledell Eackles," $150,000.00 ",1994,1995,MIA,Miami Heat
943,Lee Mayberry," $520,000.00 ",1992,1993,MIL,Milwaukee Bucks
